,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
26,81,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 350, 'speed': 4}, {'layer': '800mb', 'direction': 345, 'speed': 4}, {'layer': '750mb', 'direction': 340, 'speed': 3}, {'layer': '700mb', 'direction': 175, 'speed': 3}, {'layer': '650mb', 'direction': 200, 'speed': 3}, {'layer': '600mb', 'direction': 205, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 2}, {'layer': '500mb', 'direction': 295, 'speed': 2}, {'layer': '450mb', 'direction': 330, 'speed': 3}, {'layer': '400mb', 'direction': 345, 'speed': 3}, {'layer': '350mb', 'direction': 265, 'speed': 2}, {'layer': '300mb', 'direction': 265, 'speed': 2}, {'layer': '250mb', 'direction': 340, 'speed': 3}, {'layer': '200mb', 'direction': 340, 'speed': 3}]",35,2,-1,1011,none,0,0,350,3,South Africa
27,84,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 345, 'speed': 2}, {'layer': '800mb', 'direction': 325, 'speed': 2}, {'layer': '750mb', 'direction': 295, 'speed': 2}, {'layer': '700mb', 'direction': 275, 'speed': 2}, {'layer': '650mb', 'direction': 270, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 250, 'speed': 2}, {'layer': '500mb', 'direction': 350, 'speed': 2}, {'layer': '450mb', 'direction': 0, 'speed': 3}, {'layer': '400mb', 'direction': 340, 'speed': 3}, {'layer': '350mb', 'direction': 340, 'speed': 2}, {'layer': '300mb', 'direction': 310, 'speed': 2}, {'layer': '250mb', 'direction': 335, 'speed': 3}, {'layer': '200mb', 'direction': 350, 'speed': 4}]",38,2,-2,1007,none,0,0,355,2,South Africa
28,87,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 40, 'speed': 2}, {'layer': '800mb', 'direction': 20, 'speed': 2}, {'layer': '750mb', 'direction': 310, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 2}, {'layer': '650mb', 'direction': 245, 'speed': 2}, {'layer': '600mb', 'direction': 245, 'speed': 2}, {'layer': '550mb', 'direction': 240, 'speed': 2}, {'layer': '500mb', 'direction': 290, 'speed': 2}, {'layer': '450mb', 'direction': 355, 'speed': 3}, {'layer': '400mb', 'direction': 335, 'speed': 3}, {'layer': '350mb', 'direction': 35, 'speed': 3}, {'layer': '300mb', 'direction': 5, 'speed': 2}, {'layer': '250mb', 'direction': 315, 'speed': 3}, {'layer': '200mb', 'direction': 350, 'speed': 4}]",39,2,-2,1005,none,0,0,65,2,South Africa
29,90,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 45, 'speed': 3}, {'layer': '800mb', 'direction': 45, 'speed': 3}, {'layer': '750mb', 'direction': 35, 'speed': 2}, {'layer': '700mb', 'direction': 340, 'speed': 2}, {'layer': '650mb', 'direction': 230, 'speed': 2}, {'layer': '600mb', 'direction': 220, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 3}, {'layer': '500mb', 'direction': 230, 'speed': 3}, {'layer': '450mb', 'direction': 5, 'speed': 3}, {'layer': '400mb', 'direction': 5, 'speed': 3}, {'layer': '350mb', 'direction': 35, 'speed': 3}, {'layer': '300mb', 'direction': 30, 'speed': 3}, {'layer': '250mb', 'direction': 350, 'speed': 3}, {'layer': '200mb', 'direction': 355, 'speed': 4}]",34,2,-2,1005,none,0,0,45,3,South Africa
30,93,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 10, 'speed': 3}, {'layer': '800mb', 'direction': 30, 'speed': 3}, {'layer': '750mb', 'direction': 60, 'speed': 2}, {'layer': '700mb', 'direction': 165, 'speed': 2}, {'layer': '650mb', 'direction': 200, 'speed': 2}, {'layer': '600mb', 'direction': 225, 'speed': 2}, {'layer': '550mb', 'direction': 200, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 350, 'speed': 2}, {'layer': '400mb', 'direction': 5, 'speed': 3}, {'layer': '350mb', 'direction': 15, 'speed': 3}, {'layer': '300mb', 'direction': 0, 'speed': 4}, {'layer': '250mb', 'direction': 0, 'speed': 3}, {'layer': '200mb', 'direction': 5, 'speed': 4}]",31,2,-1,1007,none,0,0,10,3,South Africa
31,96,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 45, 'speed': 2}, {'layer': '800mb', 'direction': 320, 'speed': 2}, {'layer': '750mb', 'direction': 320, 'speed': 2}, {'layer': '700mb', 'direction': 345, 'speed': 2}, {'layer': '650mb', 'direction': 10, 'speed': 2}, {'layer': '600mb', 'direction': 350, 'speed': 2}, {'layer': '550mb', 'direction': 310, 'speed': 2}, {'layer': '500mb', 'direction': 265, 'speed': 2}, {'layer': '450mb', 'direction': 20, 'speed': 2}, {'layer': '400mb', 'direction': 15, 'speed': 4}, {'layer': '350mb', 'direction': 5, 'speed': 3}, {'layer': '300mb', 'direction': 10, 'speed': 4}, {'layer': '250mb', 'direction': 5, 'speed': 3}, {'layer': '200mb', 'direction': 10, 'speed': 3}]",29,2,0,1009,none,0,0,65,3,South Africa
32,99,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 10, 'speed': 4}, {'layer': '800mb', 'direction': 5, 'speed': 3}, {'layer': '750mb', 'direction': 25, 'speed': 3}, {'layer': '700mb', 'direction': 330, 'speed': 2}, {'layer': '650mb', 'direction': 290, 'speed': 2}, {'layer': '600mb', 'direction': 300, 'speed': 2}, {'layer': '550mb', 'direction': 40, 'speed': 2}, {'layer': '500mb', 'direction': 50, 'speed': 3}, {'layer': '450mb', 'direction': 35, 'speed': 4}, {'layer': '400mb', 'direction': 355, 'speed': 3}, {'layer': '350mb', 'direction': 345, 'speed': 3}, {'layer': '300mb', 'direction': 355, 'speed': 3}, {'layer': '250mb', 'direction': 20, 'speed': 3}, {'layer': '200mb', 'direction': 40, 'speed': 3}]",28,2,0,1010,none,0,0,15,3,South Africa
33,102,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 15, 'speed': 4}, {'layer': '800mb', 'direction': 350, 'speed': 3}, {'layer': '750mb', 'direction': 20, 'speed': 3}, {'layer': '700mb', 'direction': 60, 'speed': 2}, {'layer': '650mb', 'direction': 185, 'speed': 2}, {'layer': '600mb', 'direction': 80, 'speed': 2}, {'layer': '550mb', 'direction': 70, 'speed': 3}, {'layer': '500mb', 'direction': 70, 'speed': 3}, {'layer': '450mb', 'direction': 25, 'speed': 3}, {'layer': '400mb', 'direction': 10, 'speed': 3}, {'layer': '350mb', 'direction': 0, 'speed': 3}, {'layer': '300mb', 'direction': 5, 'speed': 3}, {'layer': '250mb', 'direction': 15, 'speed': 3}, {'layer': '200mb', 'direction': 5, 'speed': 3}]",30,6,0,1011,none,0,0,10,4,South Africa
34,105,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 0, 'speed': 3}, {'layer': '800mb', 'direction': 0, 'speed': 3}, {'layer': '750mb', 'direction': 5, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 2}, {'layer': '650mb', 'direction': 120, 'speed': 2}, {'layer': '600mb', 'direction': 75, 'speed': 3}, {'layer': '550mb', 'direction': 85, 'speed': 3}, {'layer': '500mb', 'direction': 55, 'speed': 3}, {'layer': '450mb', 'direction': 20, 'speed': 4}, {'layer': '400mb', 'direction': 10, 'speed': 3}, {'layer': '350mb', 'direction': 5, 'speed': 3}, {'layer': '300mb', 'direction': 15, 'speed': 3}, {'layer': '250mb', 'direction': 345, 'speed': 3}, {'layer': '200mb', 'direction': 330, 'speed': 4}]",37,2,-2,1010,none,0,0,0,3,South Africa
35,108,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 35, 'speed': 3}, {'layer': '800mb', 'direction': 35, 'speed': 3}, {'layer': '750mb', 'direction': 40, 'speed': 2}, {'layer': '700mb', 'direction': 45, 'speed': 2}, {'layer': '650mb', 'direction': 45, 'speed': 2}, {'layer': '600mb', 'direction': 45, 'speed': 2}, {'layer': '550mb', 'direction': 45, 'speed': 2}, {'layer': '500mb', 'direction': 30, 'speed': 3}, {'layer': '450mb', 'direction': 20, 'speed': 3}, {'layer': '400mb', 'direction': 0, 'speed': 4}, {'layer': '350mb', 'direction': 355, 'speed': 4}, {'layer': '300mb', 'direction': 355, 'speed': 3}, {'layer': '250mb', 'direction': 325, 'speed': 4}, {'layer': '200mb', 'direction': 330, 'speed': 4}]",39,-1,-2,1007,none,0,0,40,3,South Africa
36,111,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 45, 'speed': 3}, {'layer': '800mb', 'direction': 45, 'speed': 3}, {'layer': '750mb', 'direction': 45, 'speed': 3}, {'layer': '700mb', 'direction': 45, 'speed': 2}, {'layer': '650mb', 'direction': 40, 'speed': 2}, {'layer': '600mb', 'direction': 40, 'speed': 2}, {'layer': '550mb', 'direction': 25, 'speed': 2}, {'layer': '500mb', 'direction': 25, 'speed': 2}, {'layer': '450mb', 'direction': 25, 'speed': 3}, {'layer': '400mb', 'direction': 10, 'speed': 4}, {'layer': '350mb', 'direction': 0, 'speed': 4}, {'layer': '300mb', 'direction': 325, 'speed': 3}, {'layer': '250mb', 'direction': 330, 'speed': 4}, {'layer': '200mb', 'direction': 320, 'speed': 4}]",39,-1,-2,1005,none,0,0,45,3,South Africa
37,114,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 30, 'speed': 4}, {'layer': '800mb', 'direction': 30, 'speed': 3}, {'layer': '750mb', 'direction': 35, 'speed': 3}, {'layer': '700mb', 'direction': 40, 'speed': 3}, {'layer': '650mb', 'direction': 80, 'speed': 2}, {'layer': '600mb', 'direction': 195, 'speed': 3}, {'layer': '550mb', 'direction': 200, 'speed': 3}, {'layer': '500mb', 'direction': 350, 'speed': 2}, {'layer': '450mb', 'direction': 30, 'speed': 3}, {'layer': '400mb', 'direction': 15, 'speed': 3}, {'layer': '350mb', 'direction': 5, 'speed': 4}, {'layer': '300mb', 'direction': 305, 'speed': 3}, {'layer': '250mb', 'direction': 325, 'speed': 3}, {'layer': '200mb', 'direction': 305, 'speed': 3}]",34,2,-2,1006,none,0,0,40,3,South Africa
38,117,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 145, 'speed': 5}, {'layer': '800mb', 'direction': 155, 'speed': 4}, {'layer': '750mb', 'direction': 255, 'speed': 2}, {'layer': '700mb', 'direction': 20, 'speed': 3}, {'layer': '650mb', 'direction': 45, 'speed': 4}, {'layer': '600mb', 'direction': 55, 'speed': 4}, {'layer': '550mb', 'direction': 55, 'speed': 3}, {'layer': '500mb', 'direction': 55, 'speed': 3}, {'layer': '450mb', 'direction': 25, 'speed': 4}, {'layer': '400mb', 'direction': 10, 'speed': 5}, {'layer': '350mb', 'direction': 0, 'speed': 4}, {'layer': '300mb', 'direction': 300, 'speed': 3}, {'layer': '250mb', 'direction': 295, 'speed': 4}, {'layer': '200mb', 'direction': 320, 'speed': 3}]",30,-1,1,1008,none,0,0,160,4,South Africa
39,120,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 75, 'speed': 5}, {'layer': '800mb', 'direction': 65, 'speed': 4}, {'layer': '750mb', 'direction': 105, 'speed': 3}, {'layer': '700mb', 'direction': 155, 'speed': 3}, {'layer': '650mb', 'direction': 295, 'speed': 2}, {'layer': '600mb', 'direction': 5, 'speed': 3}, {'layer': '550mb', 'direction': 5, 'speed': 3}, {'layer': '500mb', 'direction': 60, 'speed': 2}, {'layer': '450mb', 'direction': 5, 'speed': 5}, {'layer': '400mb', 'direction': 355, 'speed': 5}, {'layer': '350mb', 'direction': 5, 'speed': 5}, {'layer': '300mb', 'direction': 325, 'speed': 3}, {'layer': '250mb', 'direction': 315, 'speed': 3}, {'layer': '200mb', 'direction': 265, 'speed': 3}]",28,2,0,1009,none,0,0,90,3,South Africa
40,123,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 25, 'speed': 3}, {'layer': '800mb', 'direction': 355, 'speed': 4}, {'layer': '750mb', 'direction': 25, 'speed': 3}, {'layer': '700mb', 'direction': 85, 'speed': 2}, {'layer': '650mb', 'direction': 90, 'speed': 2}, {'layer': '600mb', 'direction': 20, 'speed': 2}, {'layer': '550mb', 'direction': 60, 'speed': 3}, {'layer': '500mb', 'direction': 40, 'speed': 4}, {'layer': '450mb', 'direction': 5, 'speed': 5}, {'layer': '400mb', 'direction': 345, 'speed': 5}, {'layer': '350mb', 'direction': 330, 'speed': 3}, {'layer': '300mb', 'direction': 275, 'speed': 2}, {'layer': '250mb', 'direction': 315, 'speed': 3}, {'layer': '200mb', 'direction': 335, 'speed': 3}]",25,6,1,1011,none,0,0,30,2,South Africa
41,126,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 25, 'speed': 4}, {'layer': '800mb', 'direction': 15, 'speed': 3}, {'layer': '750mb', 'direction': 330, 'speed': 3}, {'layer': '700mb', 'direction': 335, 'speed': 2}, {'layer': '650mb', 'direction': 10, 'speed': 2}, {'layer': '600mb', 'direction': 25, 'speed': 2}, {'layer': '550mb', 'direction': 45, 'speed': 3}, {'layer': '500mb', 'direction': 0, 'speed': 4}, {'layer': '450mb', 'direction': 345, 'speed': 4}, {'layer': '400mb', 'direction': 340, 'speed': 4}, {'layer': '350mb', 'direction': 350, 'speed': 3}, {'layer': '300mb', 'direction': 340, 'speed': 2}, {'layer': '250mb', 'direction': 315, 'speed': 2}, {'layer': '200mb', 'direction': 335, 'speed': 3}]",29,2,1,1012,none,0,0,20,4,South Africa
42,129,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': 0, 'speed': 4}, {'layer': '800mb', 'direction': 355, 'speed': 4}, {'layer': '750mb', 'direction': 355, 'speed': 3}, {'layer': '700mb', 'direction': 335, 'speed': 2}, {'layer': '650mb', 'direction': 335, 'speed': 2}, {'layer': '600mb', 'direction': 5, 'speed': 2}, {'layer': '550mb', 'direction': 20, 'speed': 3}, {'layer': '500mb', 'direction': 0, 'speed': 5}, {'layer': '450mb', 'direction': 345, 'speed': 4}, {'layer': '400mb', 'direction': 340, 'speed': 3}, {'layer': '350mb', 'direction': 10, 'speed': 3}, {'layer': '300mb', 'direction': 45, 'speed': 3}, {'layer': '250mb', 'direction': 335, 'speed': 3}, {'layer': '200mb', 'direction': 345, 'speed': 3}]",36,-1,-1,1010,none,0,0,355,3,South Africa
